maintenance_id,aircraft_id,aircraft_model,base_location,maintenance_type,supplier_name,event_date,downtime_hours,supplier_delay_days,maintenance_status,maintenance_cost,readiness_score
728,AC-5480,B-2,Nellis AFB,Electrical,Northrop,12/18/2024,15.0,4,In Progress,41474.18,77
729,AC-1861,F-22,Nellis AFB,Electrical,GE Aerospace,03/10/2025,0.0,11,Delayed,7912.51,87
730,AC-8756,F-16,Nellis AFB,Software Update,Raytheon,06/21/2024,15.0,3,Delayed,32062.64,83
731,AC-6298,B-2,Fort Worth,Electrical,Boeing,02/19/2024,5.0,6,Awaiting Parts,49291.72,86
732,AC-1149,F-16,Eglin AFB,Engine Repair,Northrop,04/21/2024,7.0,5,Delayed,17056.21,86
733,AC-3943,F-35A,Fort Worth,Landing Gear,Boeing,05/13/2025,21.0,5,Awaiting Parts,17302.16,76
734,AC-5959,B-2,Luke AFB,Electrical,GE Aerospace,07/22/2024,21.0,12,Completed,22709.15,69
735,AC-5509,C-130,Hill AFB,engine repair,Raytheon,2024-11-28,23.0,0,Delayed,13522.76,78
736,AC-5484,F-35A,Eglin AFB,Avionics,GE Aerospace,10/20/2024,21.0,10,Delayed,29267.36,71
737,AC-4029,C-130,Fort Worth,Software Update,L3Harris,04/10/2025,15.0,4,Completed,9995.11,84
738,AC-3033,F-22,Fort Worth,Avionics,L3Harris,12/31/2024,,8,In Progress,19574.92,75
739,AC-3641,F-35A,Eglin AFB,Hydraulics,Raytheon,2024-04-15,14.0,6,Delayed,19759.36,85
740,AC-5925,F-35A,Eglin AFB,Hydraulics,L3Harris,01/01/2024,17.0,13,In Progress,22035.69,68
741,AC-1732,F-22,Fort Worth,Avionics,Northrop,12/18/2024,15.0,2,Delayed,33930.3,79
742,AC-7914,F-35A,Eglin AFB,Hydraulics,Boeing,01/08/2025,16.0,2,Completed,40855.65,86
743,AC-9780,F-22,Fort Worth,Electrical,Boeing,04/26/2025,29.0,2,In Progress,2601.52,66
744,AC-3687,C-130,Luke AFB,Hydraulics,GE Aerospace,09/18/2024,26.0,2,In Progress,34487.51,76
745,AC-2080,F-16,Fort Worth,hydraulics,Boeing,10/07/2024,2.0,8,In Progress,10465.94,91
746,AC-7203,F-35A,Fort Worth,Avionics,L3Harris,05/11/2025,23.0,5,Awaiting Parts,13552.73,70
747,AC-5440,B-2,Fort Worth,Engine Repair,Northrop,10/19/2024,14.0,7,Awaiting Parts,26270.73,78
748,AC-9414,F-22,Luke AFB,Avionics,GE Aerospace,01/05/2024,22.0,12,In Progress,6229.1,71
749,AC-8500,F-22,Nellis AFB,Hydraulics,GE Aerospace,11/07/2024,30.0,5,Delayed,14214.59,66
750,AC-7660,F-16,Fort Worth,Electrical,Raytheon,2025-04-30,7.0,4,Completed,36059.8,88
751,AC-1175,C-130,Eglin AFB,Electrical,Northrop,04/20/2025,16.0,11,Completed,7585.89,75
752,AC-7962,B-2,Hill AFB,Avionics,L3Harris,04/11/2025,,0,Delayed,29363.58,78
753,AC-3864,F-35A,Hill AFB,Avionics,L3Harris,09/25/2024,25.0,3,Delayed,6250.57,70
754,AC-5092,B-2,Fort Worth,Hydraulics,Boeing,04/12/2025,19.0,N/A,Awaiting Parts,29851.54,80
755,AC-9446,F-35A,Nellis AFB,Landing Gear,GE Aerospace ,2025-04-22,,0,In Progress,33162.59,78
756,AC-7587,F-16,Fort Worth,Engine Repair,GE Aerospace,03/31/2025,27.0,0,Delayed,28835.82,70
757,AC-5098,F-22,Nellis AFB,Software Update,Boeing,01/04/2024,13.0,4,In Progress,29172.12,80
758,AC-3651,F-22,Hill AFB,Electrical,GE Aerospace,2025-03-05,14.0,2,Completed,25409.83,86
759,AC-6426,F-35A,Luke AFB,Electrical,Northrop,07/21/2024,9.0,0,Completed,33152.48,92
760,AC-3087,F-16,Nellis AFB,Landing Gear,GE Aerospace,2025-02-13,8.0,7,Delayed,30551.1,90
761,AC-4874,F-35A,Hill AFB,Software Update,L3Harris,01/27/2025,4.0,2,Awaiting Parts,39329.31,99
762,AC-9376,F-22,Luke AFB,Hydraulics,Raytheon,11/12/2024,10.0,3,Awaiting Parts,30544.73,84
763,AC-9230,B-2,Luke AFB,Avionics,L3Harris,02/18/2025,24.0,3,Awaiting Parts,17829.88,69
764,AC-7984,F-35A,Eglin AFB,Avionics,Raytheon,04/20/2025,29.0,11,Delayed,36746.3,57
765,AC-7997,F-35A,Hill AFB,Engine Repair,Boeing,02/01/2024,18.0,1,Delayed,15034.67,84
766,AC-1854,F-16,Luke AFB,Hydraulics,GE Aerospace,01/21/2024,22.0,6,In Progress,41819.18,67
767,AC-2587,F-35A,Eglin AFB,Avionics,Boeing,06/04/2024,23.0,0,In Progress,37623.37,73
768,AC-2429,F-35A,Luke AFB,Electrical,L3Harris,2024-10-26,10.0,3,Delayed,28002.4,88
769,AC-9955,B-2,Hill AFB,Hydraulics,GE Aerospace,02/20/2024,33.0,17,Completed,32280.68,55
770,AC-6690,F-16,Nellis AFB,Electrical,Raytheon,12/30/2024,16.0,7,Completed,35651.87,76
771,AC-5745,F-35A,Eglin AFB,Engine Repair,Northrop,05/10/2025,15.0,12,Completed,27760.85,70
772,AC-7393,C-130,Eglin AFB,Hydraulics,Northrop,2024-07-15,21.0,7,Completed,30059.04,75
773,AC-9602,F-16,Hill AFB,Avionics,Boeing,08/21/2024,24.0,2,Completed,18300.38,77
774,AC-5550,F-22,Hill AFB,Engine Repair,Northrop,11/23/2024,9.0,6,In Progress,34347.24,82
775,AC-9999,F-16,Luke AFB,Software Update,L3Harris,06/15/2024,21.0,11,Completed,24932.85,64
776,AC-3895,F-16,Fort Worth,Landing Gear,L3Harris,2025-05-09,23.0,0,In Progress,20354.8,76
777,AC-8244,F-22,Hill AFB,Hydraulics,Northrop,10/09/2024,23.0,8,Delayed,21472.4,67
778,AC-3430,C-130,Fort Worth,Software Update,Northrop,08/10/2024,17.0,0,Awaiting Parts,20715.65,83
779,AC-6081,F-22,Luke AFB,Software Update,L3Harris,2024-05-24,25.0,7,Awaiting Parts,31007.99,63
780,AC-3249,F-35A,Eglin AFB,Engine Repair,GE Aerospace,02/21/2024,18.0,N/A,Completed,17076.15,80
781,AC-1221,F-35A,Fort Worth,Landing Gear,Boeing,05/17/2024,23.0,6,Awaiting Parts,30904.23,68
782,AC-4994,F-35A,Eglin AFB,Electrical,Boeing,09/02/2024,13.0,0,Completed,38165.83,84
783,AC-3323,F-35A,Luke AFB,Engine Repair,Northrop,03/29/2025,14.0,1,Delayed,33321.75,86
784,AC-9057,F-22,Fort Worth,Avionics,Raytheon,12/17/2024,14.0,N/A,In Progress,32404.07,73
785,AC-1710,B-2,Luke AFB,Avionics,GE Aerospace,04/15/2025,23.0,0,Delayed,39543.33,73
786,AC-6707,F-35A,Hill AFB,Software Update,Boeing,11/15/2024,20.0,3,Completed,26720.66,76
787,AC-3401,F-16,Luke AFB,Software Update,GE Aerospace,05/15/2025,3.0,6,Completed,12647.54,88
788,AC-3370,F-35A,Hill AFB,Avionics,Northrop,01/07/2025,7.0,0,Awaiting Parts,38352.26,92
789,AC-6463,F-22,Luke AFB,Software Update,GE Aerospace,02/10/2025,12.0,11,Delayed,18570.38,82
790,AC-4593,F-35A,Luke AFB,Hydraulics,Raytheon,08/03/2024,4.0,0,Awaiting Parts,39829.74,99
791,AC-6912,F-22,Hill AFB,Software Update,Northrop,01/31/2024,16.0,2,Awaiting Parts,26920.22,82
792,AC-2920,F-22,Nellis AFB,Electrical,Raytheon,01/29/2024,22.0,N/A,Completed,42381.99,66
793,AC-3591,F-35A,Luke AFB,Hydraulics,Northrop,2025-03-04,15.0,0,Awaiting Parts,20038.42,89
794,AC-9641,F-16,Nellis AFB,Software Update,Boeing,01/15/2025,20.0,N/A,Completed,13514.19,76
795,AC-3843,B-2,Luke AFB,Engine Repair,GE Aerospace,01/17/2024,20.0,4,In Progress,25393.56,80
796,AC-7941,F-22,Hill AFB,Engine Repair,L3Harris,12/29/2024,11.0,4,Awaiting Parts,13909.2,83
797,AC-2264,C-130,Nellis AFB,Hydraulics,GE Aerospace,04/04/2024,25.0,9,Awaiting Parts,2845.75,69
798,AC-6496,F-35A,Luke AFB,Hydraulics,Northrop,02/09/2024,10.0,0,In Progress,17199.71,90
799,AC-4937,F-16,Fort Worth,Landing Gear,L3Harris,2025-04-20,17.0,0,Completed,13937.68,78
800,AC-5626,C-130,Eglin AFB,Avionics,Boeing,01/05/2024,9.0,5,Completed,25832.13,86
801,AC-9227,F-22,Fort Worth,Landing Gear,GE Aerospace,09/14/2024,12.0,N/A,Delayed,18439.84,79
802,AC-2528,F-22,Luke AFB,Electrical,Northrop,03/29/2025,15.0,11,In Progress,41085.53,79
803,AC-8059,F-35A,Nellis AFB,Avionics,Northrop ,05/28/2024,7.0,8,Awaiting Parts,34736.76,85
804,AC-9964,F-35A,Nellis AFB,Engine Repair,GE Aerospace,01/27/2025,8.0,8,In Progress,43455.18,83
805,AC-8548,F-16,Nellis AFB,Hydraulics,GE Aerospace,02/06/2024,9.0,1,Awaiting Parts,37211.94,87
806,AC-3113,C-130,Hill AFB,Landing Gear,L3Harris,07/24/2024,20.0,7,Awaiting Parts,29087.07,74
807,AC-1934,F-22,Eglin AFB,Engine Repair,Northrop,12/15/2024,21.0,0,Awaiting Parts,37567.81,74
808,AC-2531,F-16,Nellis AFB,Software Update,L3Harris,03/23/2025,27.0,4,Completed,24478.28,71
809,AC-4268,C-130,Hill AFB,Engine Repair,Boeing,01/28/2025,5.0,7,Awaiting Parts,31864.69,89
810,AC-8699,F-22,Luke AFB,Hydraulics,L3Harris,2024-10-06,17.0,9,In Progress,20991.07,71
811,AC-4465,F-35A,Nellis AFB,Hydraulics,Boeing,04/19/2024,22.0,N/A,Awaiting Parts,24717.37,73
812,AC-9597,F-22,Hill AFB,Avionics,Raytheon,2024-08-19,16.0,5,In Progress,20565.68,80
813,AC-8790,B-2,Luke AFB,Electrical,GE Aerospace,08/02/2024,16.0,8,Completed,19758.83,78
814,AC-3369,F-16,Hill AFB,Engine Repair,Northrop,04/11/2024,5.0,11,In Progress,41577.45,80
815,AC-9531,F-35A,Nellis AFB,Avionics,GE Aerospace,07/27/2024,7.0,N/A,Delayed,18964.3,85
816,AC-7185,F-22,Hill AFB,avionics,Northrop,03/26/2024,20.0,N/A,In Progress,22187.11,78
817,AC-9177,C-130,Nellis AFB,Software Update,Boeing,09/14/2024,11.0,2,In Progress,14005.7,83
818,AC-3898,B-2,Eglin AFB,Avionics,L3Harris,08/07/2024,11.0,4,Awaiting Parts,16410.88,85
819,AC-2435,F-35A,Fort Worth,Electrical,Raytheon,04/25/2025,23.0,10,Completed,18039.36,63
820,AC-5749,C-130,Luke AFB,Avionics,GE Aerospace,02/16/2025,19.0,6,Completed,30664.03,70
821,AC-7484,F-35A,Hill AFB,Avionics,L3Harris ,08/25/2024,18.0,7,Awaiting Parts,30786.99,76
822,AC-1535,F-35A,Fort Worth,Avionics,Boeing,04/10/2025,8.0,8,In Progress,35647.49,85
823,AC-7412,F-22,Eglin AFB,Electrical,GE Aerospace,08/08/2024,11.0,5,Delayed,33199.95,82
824,AC-7604,F-16,Eglin AFB,Avionics,GE Aerospace,01/07/2025,16.0,9,Completed,53366.47,72
825,AC-5263,B-2,Luke AFB,hydraulics,Northrop,2025-03-07,,N/A,Delayed,28645.82,94
826,AC-7265,F-35A,Luke AFB,Software Update,Boeing,2025-04-16,23.0,4,Delayed,42439.13,69
827,AC-5267,F-35A,Hill AFB,Engine Repair,Northrop,02/03/2025,7.0,7,Completed,17729.67,87
828,AC-3323,F-16,Hill AFB,Avionics,Raytheon,2024-03-03,31.0,12,Delayed,15800.12,55
829,AC-2205,C-130,Fort Worth,Avionics,GE Aerospace ,01/12/2024,13.0,8,Delayed,20354.43,80
830,AC-1515,F-35A,Hill AFB,Hydraulics,GE Aerospace,04/01/2024,17.0,N/A,In Progress,1963.92,83
831,AC-1377,B-2,Eglin AFB,Avionics,Northrop,01/16/2024,17.0,2,In Progress,19082.53,84
832,AC-5384,F-16,Nellis AFB,Avionics,Raytheon,12/20/2024,29.0,0,Awaiting Parts,34758.46,68
833,AC-5097,F-22,Luke AFB,Electrical,Boeing,04/17/2025,15.0,3,In Progress,34484.46,80
834,AC-8101,C-130,Nellis AFB,Landing Gear,Boeing,01/04/2025,20.0,7,Awaiting Parts,36618.22,75
835,AC-2052,C-130,Luke AFB,Engine Repair,L3Harris,04/04/2025,15.0,2,In Progress,11978.19,88
836,AC-8035,F-22,Hill AFB,Avionics,Raytheon,02/18/2025,11.0,16,In Progress,39936.15,73
837,AC-4502,C-130,Eglin AFB,Hydraulics,Northrop,01/06/2024,7.0,0,Delayed,30782.39,93
838,AC-2225,B-2,Nellis AFB,Electrical,GE Aerospace,11/07/2024,22.0,7,Awaiting Parts,21940.53,76
839,AC-3033,C-130,Luke AFB,Landing Gear,Boeing,08/03/2024,16.0,N/A,Completed,26030.72,74
840,AC-5659,F-22,Nellis AFB,Engine Repair,L3Harris,01/03/2024,,4,Completed,14783.12,98
841,AC-5500,F-16,Hill AFB,Software Update,Raytheon,07/31/2024,19.0,16,Awaiting Parts,29409.78,64
842,AC-2989,F-16,Eglin AFB,Engine Repair,Raytheon,09/09/2024,15.0,8,In Progress,30792.25,82
843,AC-2442,F-22,Hill AFB,Landing Gear,Raytheon,04/25/2024,21.0,7,Completed,49678.52,69
844,AC-6395,B-2,Nellis AFB,Hydraulics,Northrop,02/08/2024,8.0,6,In Progress,13883.43,85
845,AC-8320,F-35A,Eglin AFB,Landing Gear,Northrop,03/30/2025,22.0,1,In Progress,19991.6,78
846,AC-5853,F-35A,Hill AFB,Landing Gear,Northrop,02/17/2024,15.0,8,Completed,36021.45,76
847,AC-4541,C-130,Nellis AFB,Avionics,GE Aerospace,2024-04-18,8.0,5,In Progress,16485.04,82
848,AC-3523,B-2,Fort Worth,Avionics,Northrop,08/20/2024,7.0,4,Delayed,21298.21,94
849,AC-3690,F-16,Eglin AFB,electrical,Raytheon,2024-05-22,37.0,6,Delayed,8468.59,58
850,AC-8802,B-2,Nellis AFB,Hydraulics,Boeing,2024-05-16,13.0,9,Delayed,50061.31,73
851,AC-1870,C-130,Hill AFB,Hydraulics,Raytheon,2024-09-17,5.0,0,Delayed,47451.58,95
852,AC-9676,B-2,Nellis AFB,Landing Gear,GE Aerospace,2024-10-31,,1,Completed,31415.55,77
853,AC-5361,F-22,Fort Worth,Landing Gear,Raytheon,01/19/2024,3.0,5,Awaiting Parts,28933.85,96
854,AC-9112,F-22,Luke AFB,Avionics,Boeing,01/10/2025,25.0,0,Completed,26028.25,74
855,AC-8811,F-16,Luke AFB,Avionics,Boeing ,12/24/2024,10.0,6,Awaiting Parts,14255.84,88
856,AC-6473,F-35A,Luke AFB,Hydraulics,Raytheon,2024-08-30,14.0,N/A,In Progress,32813.63,86
857,AC-8742,F-35A,Fort Worth,Engine Repair,L3Harris,09/07/2024,24.0,4,Delayed,25458.86,70
858,AC-6499,C-130,Nellis AFB,Electrical,Boeing,02/21/2024,6.0,3,In Progress,24397.54,90
859,AC-9484,B-2,Nellis AFB,Engine Repair,Boeing,06/03/2024,38.0,N/A,Awaiting Parts,42570.13,62
860,AC-9156,F-35A,Luke AFB,Landing Gear,GE Aerospace,03/13/2024,25.0,6,Awaiting Parts,46103.45,69
861,AC-9927,C-130,Eglin AFB,Avionics,Boeing,03/25/2025,20.0,6,Awaiting Parts,24362.55,79
862,AC-9520,F-16,Eglin AFB,Engine Repair,GE Aerospace,04/07/2024,27.0,9,In Progress,17491.87,59
863,AC-3410,C-130,Luke AFB,Landing Gear,Boeing,09/12/2024,7.0,4,In Progress,15399.54,94
864,AC-4560,F-16,Eglin AFB,Engine Repair,Raytheon,08/20/2024,,9,Completed,19512.38,69
865,AC-9224,B-2,Luke AFB,Engine Repair,Boeing,2025-03-25,17.0,5,Completed,35181.17,77
866,AC-5075,C-130,Nellis AFB,Software Update,Raytheon,04/22/2025,0.0,2,Delayed,27535.4,98
867,AC-3280,F-22,Hill AFB,Avionics,GE Aerospace,06/14/2024,27.0,3,Awaiting Parts,2481.37,74
868,AC-2573,F-22,Eglin AFB,Software Update,Boeing,03/24/2025,22.0,2,In Progress,10724.0,77
869,AC-1453,B-2,Fort Worth,Software Update,Raytheon,07/29/2024,13.0,4,Delayed,17743.06,85
870,AC-5806,F-35A,Nellis AFB,Avionics,GE Aerospace,11/13/2024,0.0,8,Awaiting Parts,40298.5,95
871,AC-2753,F-16,Eglin AFB,Engine Repair,Boeing,05/18/2024,23.0,0,Completed,22582.1,82
872,AC-4359,B-2,Luke AFB,Landing Gear,GE Aerospace,2025-01-13,17.0,7,Delayed,33020.09,71
873,AC-8945,B-2,Luke AFB,Engine Repair,Raytheon,2025-04-24,12.0,5,Completed,30487.36,78
874,AC-8271,C-130,Fort Worth,Engine Repair,Boeing,01/13/2024,29.0,7,In Progress,34468.68,67
875,AC-3018,C-130,Luke AFB,Electrical,Raytheon,2025-03-15,18.0,10,Delayed,29917.15,77
876,AC-8871,F-16,Hill AFB,Electrical,Raytheon,04/12/2024,11.0,10,Awaiting Parts,33374.84,81
877,AC-7960,F-22,Fort Worth,Hydraulics,GE Aerospace,2024-08-25,14.0,3,Completed,28558.91,84
878,AC-1698,F-16,Luke AFB,Software Update,GE Aerospace,11/13/2024,21.0,5,Delayed,28735.7,76
879,AC-2028,F-22,Luke AFB,Hydraulics,L3Harris,07/18/2024,31.0,9,In Progress,27287.63,63
880,AC-2117,C-130,Nellis AFB,Software Update,L3Harris,04/17/2025,25.0,0,In Progress,29775.12,76
881,AC-6703,B-2,Eglin AFB,Software Update,Raytheon,2025-05-04,32.0,4,Completed,14828.39,68
882,AC-6302,F-22,Luke AFB,Engine Repair,Northrop,12/13/2024,12.0,0,Completed,15582.86,90
883,AC-8234,F-16,Eglin AFB,Electrical,Raytheon,01/20/2024,15.0,0,Awaiting Parts,25187.42,81
884,AC-4206,F-16,Nellis AFB,Software Update,Boeing ,10/11/2024,25.0,1,Delayed,43231.41,72
885,AC-2576,F-22,Fort Worth,Avionics,Raytheon,05/06/2025,22.0,9,Completed,17105.99,74
886,AC-9653,C-130,Luke AFB,Avionics,L3Harris,05/05/2025,24.0,0,Delayed,35682.97,81
887,AC-2161,B-2,Fort Worth,avionics,L3Harris,11/16/2024,19.0,7,In Progress,10892.86,75
888,AC-7396,F-16,Fort Worth,Avionics,Boeing,2024-05-28,10.0,7,In Progress,13619.82,82
889,AC-8716,F-16,Fort Worth,Engine Repair,Boeing,12/23/2024,21.0,0,Completed,35178.09,75
890,AC-2021,F-22,Nellis AFB,Engine Repair,L3Harris,01/10/2025,8.0,7,Completed,32507.57,85
891,AC-2320,B-2,Nellis AFB,Avionics,Boeing,08/01/2024,12.0,7,Delayed,28125.31,85
892,AC-1351,F-35A,Fort Worth,Avionics,L3Harris,06/04/2024,13.0,0,Completed,1448.49,85
893,AC-3051,C-130,Nellis AFB,Landing Gear,Northrop,2025-01-27,20.0,0,In Progress,26144.13,81
894,AC-4902,F-22,Fort Worth,Landing Gear,Raytheon ,04/15/2025,15.0,7,Completed,21375.45,73
895,AC-1931,F-35A,Fort Worth,Avionics,GE Aerospace,2025-01-03,,7,Delayed,29020.7,76
896,AC-3005,F-35A,Fort Worth,Hydraulics,L3Harris,07/22/2024,20.0,6,Delayed,6573.13,76
897,AC-5795,F-22,Eglin AFB,Hydraulics,Boeing,07/06/2024,24.0,N/A,Awaiting Parts,12799.8,72
898,AC-4335,F-22,Eglin AFB,Avionics,Boeing,05/23/2024,16.0,4,Delayed,23386.04,76
899,AC-8434,F-35A,Fort Worth,Software Update,Raytheon,08/13/2024,20.0,10,Completed,37981.2,75
900,AC-1308,C-130,Nellis AFB,Software Update,Raytheon,07/15/2024,7.0,7,Completed,40947.2,88
901,AC-1425,B-2,Hill AFB,Hydraulics,L3Harris,01/25/2025,,9,Awaiting Parts,49147.25,70
902,AC-2789,B-2,Nellis AFB,Electrical,Boeing,04/20/2025,26.0,5,In Progress,37541.06,64
903,AC-3160,F-35A,Hill AFB,Electrical,Boeing,2025-01-16,19.0,5,In Progress,20783.03,74
904,AC-5403,F-16,Eglin AFB,Engine Repair,Raytheon ,05/20/2024,30.0,1,Delayed,43388.41,69
905,AC-1606,F-16,Nellis AFB,Electrical,L3Harris,01/05/2024,21.0,0,In Progress,29411.79,81
906,AC-8216,F-22,Hill AFB,Hydraulics,Boeing,05/03/2025,1.0,7,Delayed,35622.78,88
907,AC-1630,F-22,Eglin AFB,Software Update,L3Harris ,04/29/2024,13.0,5,In Progress,48449.89,78
908,AC-9854,F-35A,Eglin AFB,Avionics,Boeing,2025-03-08,13.0,0,Completed,42779.96,87
909,AC-7815,F-35A,Nellis AFB,Hydraulics,Northrop,2024-07-09,33.0,5,Awaiting Parts,37137.56,67
910,AC-1510,F-22,Hill AFB,Engine Repair,Boeing,04/27/2025,28.0,N/A,Delayed,19176.33,69
911,AC-6636,F-22,Nellis AFB,Landing Gear,Raytheon,02/03/2025,27.0,11,Completed,31754.57,65
912,AC-9249,B-2,Eglin AFB,Electrical,GE Aerospace,04/24/2024,10.0,12,Completed,18628.35,82
913,AC-6192,F-16,Luke AFB,Landing Gear,Boeing,09/23/2024,15.0,6,In Progress,43649.93,81
914,AC-4949,C-130,Nellis AFB,Hydraulics,Raytheon,05/12/2025,24.0,6,Awaiting Parts,30559.46,66
915,AC-3052,B-2,Luke AFB,Software Update,L3Harris,08/02/2024,18.0,7,In Progress,5354.72,73
916,AC-3431,B-2,Nellis AFB,Electrical,Northrop,08/03/2024,15.0,N/A,Completed,11187.83,83
917,AC-2654,F-22,Fort Worth,Software Update,Raytheon,12/30/2024,21.0,4,Awaiting Parts,46065.71,77
918,AC-4955,F-16,Fort Worth,Hydraulics,Boeing,07/24/2024,30.0,3,Completed,23189.95,70
919,AC-7699,C-130,Nellis AFB,Hydraulics,GE Aerospace ,05/01/2025,17.0,3,Completed,27340.3,82
920,AC-8430,C-130,Hill AFB,Software Update,Northrop,10/30/2024,11.0,0,Completed,32472.53,89
921,AC-9481,B-2,Eglin AFB,Landing Gear,GE Aerospace,01/25/2024,23.0,1,Delayed,35744.27,80
922,AC-8053,B-2,Hill AFB,Landing Gear,L3Harris,03/27/2025,12.0,6,In Progress,34844.13,80
923,AC-5726,F-16,Eglin AFB,engine repair,Northrop,03/29/2025,17.0,6,Delayed,18802.84,74
924,AC-9813,F-22,Fort Worth,Software Update,Raytheon,05/06/2025,16.0,4,Awaiting Parts,16041.06,83
925,AC-5832,F-35A,Fort Worth,Software Update,GE Aerospace,03/01/2025,16.0,0,In Progress,19106.16,86
926,AC-4644,F-35A,Hill AFB,Avionics,L3Harris,06/30/2024,15.0,3,Completed,22102.03,78
927,AC-8100,F-35A,Eglin AFB,Hydraulics,Northrop,04/18/2025,17.0,6,Completed,35494.2,72
928,AC-7163,F-22,Luke AFB,Hydraulics,GE Aerospace,2024-05-05,12.0,0,In Progress,12495.47,85
929,AC-4509,F-35A,Nellis AFB,Engine Repair,GE Aerospace,02/15/2024,14.0,3,Awaiting Parts,15760.05,86
930,AC-4845,F-16,Nellis AFB,Landing Gear,Northrop,11/19/2024,7.0,3,Awaiting Parts,27177.12,94
931,AC-9903,C-130,Hill AFB,Engine Repair,Northrop,2024-11-02,22.0,2,In Progress,20044.03,76
932,AC-7960,F-35A,Luke AFB,Software Update,Boeing,05/06/2024,10.0,4,Delayed,14818.86,91
933,AC-7750,F-22,Fort Worth,Hydraulics,Boeing,02/16/2025,22.0,0,Completed,20684.44,80
934,AC-7737,C-130,Nellis AFB,Software Update,GE Aerospace,12/11/2024,20.0,5,Delayed,57316.4,75
935,AC-7714,F-22,Eglin AFB,Avionics,L3Harris,06/06/2024,20.0,0,In Progress,23854.43,82
936,AC-7212,F-35A,Hill AFB,Hydraulics,L3Harris,2025-05-01,,4,Delayed,15003.33,88
937,AC-5754,F-22,Hill AFB,Hydraulics,GE Aerospace,07/21/2024,25.0,2,Completed,23598.81,71
938,AC-9216,C-130,Nellis AFB,Engine Repair,Northrop,09/26/2024,,11,Delayed,21145.09,73
939,AC-7565,F-22,Hill AFB,engine repair,Raytheon,2025-02-20,32.0,8,Awaiting Parts,30784.8,61
940,AC-3487,F-35A,Eglin AFB,Software Update,Northrop ,10/04/2024,20.0,6,Awaiting Parts,1867.93,78
941,AC-4320,F-35A,Hill AFB,Electrical,L3Harris,05/20/2024,15.0,8,Awaiting Parts,24413.23,79
942,AC-9300,F-22,Nellis AFB,Engine Repair,GE Aerospace,04/09/2025,6.0,4,Completed,45449.27,93
943,AC-4802,C-130,Hill AFB,Software Update,L3Harris,2024-01-13,27.0,4,Completed,36417.39,70
944,AC-5095,F-35A,Luke AFB,Software Update,L3Harris,03/18/2025,15.0,0,Delayed,13906.41,87
945,AC-6535,F-22,Fort Worth,Hydraulics,L3Harris,07/29/2024,30.0,3,Delayed,22079.39,66
946,AC-6128,F-22,Hill AFB,Software Update,GE Aerospace,10/06/2024,15.0,12,Completed,44511.51,75
947,AC-3085,F-35A,Luke AFB,Landing Gear,Raytheon,2024-02-09,35.0,4,Completed,28547.49,62
948,AC-8982,F-22,Eglin AFB,Software Update,GE Aerospace,2024-11-16,5.0,10,In Progress,10986.65,88
949,AC-3718,F-22,Hill AFB,Landing Gear,Northrop,07/09/2024,19.0,0,In Progress,17933.6,85
950,AC-3690,B-2,Nellis AFB,Engine Repair,Boeing,06/18/2024,11.0,N/A,Completed,18530.53,84
951,AC-9810,C-130,Hill AFB,Engine Repair,Raytheon ,12/21/2024,13.0,N/A,Delayed,11741.65,75
952,AC-5656,C-130,Eglin AFB,Electrical,Boeing,04/08/2024,19.0,9,Delayed,18841.64,71
953,AC-5587,F-22,Hill AFB,Landing Gear,Raytheon,2025-01-09,12.0,4,Awaiting Parts,39156.7,82
954,AC-5542,B-2,Nellis AFB,Avionics,Northrop,2024-10-30,19.0,2,Delayed,30806.52,83
955,AC-2274,F-35A,Luke AFB,Landing Gear,GE Aerospace,01/01/2024,9.0,7,Completed,29903.29,84
956,AC-8773,F-16,Hill AFB,Landing Gear,Boeing,01/31/2025,15.0,1,Delayed,14359.83,85
957,AC-8163,B-2,Nellis AFB,Software Update,Boeing,12/30/2024,22.0,9,In Progress,17352.31,66
958,AC-6668,C-130,Luke AFB,Landing Gear,L3Harris,03/13/2025,21.0,0,In Progress,17984.59,81
959,AC-8243,F-16,Eglin AFB,Avionics,Raytheon ,01/06/2024,17.0,1,In Progress,13761.92,80
960,AC-5504,C-130,Nellis AFB,Engine Repair,Boeing,05/19/2024,12.0,6,Completed,22752.05,77
961,AC-8446,C-130,Luke AFB,Software Update,L3Harris,11/07/2024,,N/A,Delayed,17717.62,100
962,AC-2356,C-130,Fort Worth,Engine Repair,GE Aerospace,03/11/2025,21.0,0,In Progress,19003.24,76
963,AC-6450,F-16,Luke AFB,Landing Gear,Boeing,11/10/2024,13.0,10,Completed,20379.74,72
964,AC-5368,F-35A,Luke AFB,Software Update,Raytheon,09/13/2024,21.0,5,Delayed,566.8,71
965,AC-6098,F-16,Eglin AFB,Hydraulics,Raytheon,04/26/2025,24.0,5,Awaiting Parts,31099.22,66
966,AC-4041,F-16,Eglin AFB,Electrical,Raytheon,04/03/2024,49.0,0,In Progress,45696.36,55
967,AC-6042,F-22,Luke AFB,Hydraulics,Raytheon,04/27/2025,15.0,6,In Progress,24453.85,77
968,AC-3901,F-16,Hill AFB,Electrical,GE Aerospace,05/19/2024,14.0,2,In Progress,28954.1,82
969,AC-3793,F-35A,Eglin AFB,Software Update,Northrop,02/28/2025,5.0,8,In Progress,20005.67,92
970,AC-6606,B-2,Eglin AFB,Electrical,Boeing,2024-05-27,8.0,3,Awaiting Parts,40085.79,87
